run_date,code,name,alias,action,reason,confidence,sources,seen_count
2026-04-01,1382,ホーブ,ホーブ,skip,duplicate,high,"kabutan,nikkei,tdnet",3
2026-04-01,1382,ホーブ,Hob,skip,duplicate,high,reuters,1
2026-04-01,1382,ホーブ,Hob Co Ltd,skip,duplicate,high,reuters,1
2026-04-01,1383,ベルグアース,ベルグアース,add,exists_in_base,high,"kabutan,nikkei,tdnet",4
2026-04-01,1383,ベルグアース,Berg Earth,skip,duplicate,high,reuters,1
2026-04-01,1383,ベルグアース,Berg Earth Co Ltd,skip,duplicate,high,reuters,1
2026-04-01,1384,ホクリヨウ,ホクリヨウ,skip,duplicate,high,"kabutan,nikkei",2
2026-04-01,1384,ホクリヨウ,Hokuryo,skip,duplicate,high,reuters,1
2026-04-01,1384,ホクリヨウ,Hokuryo Co Ltd,skip,duplicate,high,reuters,1
2026-04-01,138A,光フードサービス,光フードサービス,add,exists_in_base,high,"kabutan,nikkei,tdnet",6
2026-04-01,138A,光フードサービス,光フードS,skip,duplicate,high,kabutan,1
2026-04-01,138A,光フードサービス,Hikari Food Service,add,new_candidate,medium,reuters,1
2026-04-01,138A,光フードサービス,Hikari Food Service Co Ltd,add,new_candidate,medium,reuters,1
2026-04-01,1401,エムビーエス,エムビーエス,add,exists_in_base,high,"kabutan,nikkei",2
2026-04-01,1401,エムビーエス,mbs,skip,duplicate,high,reuters,1
2026-04-01,1401,エムビーエス,mbs Inc,skip,duplicate,high,reuters,1
2026-04-01,1407,ウエストﾎｰﾙﾃﾞｨﾝｸﾞｽ,ウエストホールディングス,skip,duplicate,high,"kabutan,nikkei",2
2026-04-01,1407,ウエストﾎｰﾙﾃﾞｨﾝｸﾞｽ,West,skip,duplicate,high,reuters,1
2026-04-01,1407,ウエストﾎｰﾙﾃﾞｨﾝｸﾞｽ,West Holdings Corp,skip,duplicate,high,reuters,1
2026-04-01,1407,ウエストﾎｰﾙﾃﾞｨﾝｸﾞｽ,ウエストHD,skip,duplicate,high,kabutan,1
2026-04-01,1414,ショーボンドﾎｰﾙﾃﾞｨﾝｸﾞｽ,ショーボンド,skip,duplicate,high,"kabutan,tdnet",4
2026-04-01,1414,ショーボンドﾎｰﾙﾃﾞｨﾝｸﾞｽ,ショーボンドホールディングス,skip,duplicate,high,"kabutan,nikkei",2
2026-04-01,1414,ショーボンドﾎｰﾙﾃﾞｨﾝｸﾞｽ,Sho-Bond,skip,duplicate,high,reuters,1
2026-04-01,1414,ショーボンドﾎｰﾙﾃﾞｨﾝｸﾞｽ,Sho-Bond Holdings Co Ltd,skip,duplicate,high,reuters,1
2026-04-01,1417,ミライト・ワン,ミライト・ワン,skip,duplicate,high,"kabutan,nikkei",3
2026-04-01,1417,ミライト・ワン,Mirait One,skip,duplicate,high,reuters,1
2026-04-01,1417,ミライト・ワン,Mirait One Corp,skip,duplicate,high,reuters,1
2026-04-01,1418,インターライフﾎｰﾙﾃﾞｨﾝｸﾞｽ,インターライフホールディングス,skip,duplicate,high,"kabutan,nikkei",2
2026-04-01,1418,インターライフﾎｰﾙﾃﾞｨﾝｸﾞｽ,Interlife,skip,duplicate,high,reuters,1
2026-04-01,1418,インターライフﾎｰﾙﾃﾞｨﾝｸﾞｽ,Interlife Holdings Co Ltd,skip,duplicate,high,reuters,1
2026-04-01,1418,インターライフﾎｰﾙﾃﾞｨﾝｸﾞｽ,インタライフ,skip,duplicate,high,kabutan,1
2026-04-01,1419,タマホーム,タマホーム,skip,duplicate,high,"kabutan,nikkei,tdnet",3
2026-04-01,1419,タマホーム,Tama Home,skip,duplicate,high,reuters,1
2026-04-01,1419,タマホーム,Tama Home Co Ltd,skip,duplicate,high,reuters,1
2026-04-01,141A,トライアルﾎｰﾙﾃﾞｨﾝｸﾞｽ,トライアル,skip,duplicate,high,"kabutan,tdnet",3
2026-04-01,141A,トライアルﾎｰﾙﾃﾞｨﾝｸﾞｽ,トライアルホールディングス,skip,duplicate,high,"kabutan,nikkei",2
2026-04-01,141A,トライアルﾎｰﾙﾃﾞｨﾝｸﾞｽ,Trial Holdings Inc,add,new_candidate,medium,reuters,1
2026-04-01,141A,トライアルﾎｰﾙﾃﾞｨﾝｸﾞｽ,Trial,review,new_candidate,low,reuters,1
2026-04-01,1420,サンヨーホームズ,サンヨーH,skip,duplicate,high,"kabutan,tdnet",6
2026-04-01,1420,サンヨーホームズ,サンヨーホームズ,add,exists_in_base,high,"kabutan,nikkei",2
2026-04-01,1420,サンヨーホームズ,Sanyo Homes,skip,duplicate,high,reuters,1
2026-04-01,1420,サンヨーホームズ,Sanyo Homes Corp,skip,duplicate,high,reuters,1
2026-04-01,1429,日本アクア,日本アクア,skip,duplicate,high,"kabutan,nikkei,tdnet",6
2026-04-01,1429,日本アクア,Nippon Aqua,skip,duplicate,high,reuters,1
2026-04-01,1429,日本アクア,Nippon Aqua Co Ltd,skip,duplicate,high,reuters,1
2026-04-01,142A,ジンジブ,ジンジブ,add,exists_in_base,high,"kabutan,nikkei,tdnet",4
2026-04-01,142A,ジンジブ,Jinjibu,add,new_candidate,medium,reuters,1
2026-04-01,142A,ジンジブ,Jinjibu Co Ltd,add,new_candidate,medium,reuters,1
2026-04-01,1430,ファーストｺｰﾎﾟﾚｰｼｮﾝ,ファーストコーポレーション,skip,duplicate,high,"kabutan,nikkei",2
2026-04-01,1430,ファーストｺｰﾎﾟﾚｰｼｮﾝ,1stコーポ,skip,duplicate,high,kabutan,1
2026-04-01,1430,ファーストｺｰﾎﾟﾚｰｼｮﾝ,First-Corporation Inc,skip,duplicate,high,reuters,1
2026-04-01,1430,ファーストｺｰﾎﾟﾚｰｼｮﾝ,ファーストコーポ,add,new_candidate,medium,tdnet,1
2026-04-01,1431,Lib Work,Lib Work,skip,duplicate,high,"kabutan,nikkei,reuters",3
2026-04-01,1431,Lib Work,Lib Work Co Ltd,skip,duplicate,high,reuters,1
2026-04-01,1431,Lib Work,リブワーク,skip,duplicate,high,kabutan,1
2026-04-01,1433,ベステラ,ベステラ,skip,duplicate,high,"kabutan,nikkei,tdnet",7
2026-04-01,1433,ベステラ,Besterra,skip,duplicate,high,reuters,1
2026-04-01,1433,ベステラ,Besterra Co Ltd,skip,duplicate,high,reuters,1
2026-04-01,1434,JESCOﾎｰﾙﾃﾞｨﾝｸﾞｽ,JESCO,skip,duplicate,high,"kabutan,reuters",2
2026-04-01,1434,JESCOﾎｰﾙﾃﾞｨﾝｸﾞｽ,JESCOホールディングス,skip,duplicate,high,"kabutan,nikkei",2
2026-04-01,1434,JESCOﾎｰﾙﾃﾞｨﾝｸﾞｽ,Jesco Holdings Inc,skip,duplicate,high,reuters,1
2026-04-01,1435,robot home,robot home,skip,duplicate,high,"kabutan,nikkei,reuters,tdnet",7
2026-04-01,1435,robot home,robot home Inc,skip,duplicate,high,reuters,1
2026-04-01,1435,robot home,ロボホーム,skip,duplicate,high,kabutan,1
2026-04-01,1436,グリーンエナジー＆カンパニー,グリーンエナジー&カンパニー,add,exists_in_base,high,"kabutan,nikkei",2
2026-04-01,1436,グリーンエナジー＆カンパニー,GreenEnergy & Company,skip,duplicate,high,reuters,1
2026-04-01,1436,グリーンエナジー＆カンパニー,GreenEnergy & Company Inc,skip,duplicate,high,reuters,1
2026-04-01,1436,グリーンエナジー＆カンパニー,グリーンエナ,skip,duplicate,high,kabutan,1
2026-04-01,1436,グリーンエナジー＆カンパニー,グリーンエナジー,add,new_candidate,medium,tdnet,5
2026-04-01,1438,岐阜造園,岐阜造園,add,exists_in_base,high,"kabutan,nikkei",2
2026-04-01,1438,岐阜造園,Gifu Landscape Architect,skip,duplicate,high,reuters,1
2026-04-01,1438,岐阜造園,Gifu Landscape Architect Co Ltd,skip,duplicate,high,reuters,1
2026-04-01,143A,イシン,イシン,add,exists_in_base,high,"kabutan,nikkei",2
2026-04-01,143A,イシン,Ishin Co Ltd,add,new_candidate,medium,reuters,1
2026-04-01,143A,イシン,Ishin,review,new_candidate,low,reuters,1
2026-04-01,1443,技研ﾎｰﾙﾃﾞｨﾝｸﾞｽ,技研ホールディングス,skip,duplicate,high,"kabutan,nikkei",2
2026-04-01,1443,技研ﾎｰﾙﾃﾞｨﾝｸﾞｽ,Giken,skip,duplicate,high,reuters,1
2026-04-01,1443,技研ﾎｰﾙﾃﾞｨﾝｸﾞｽ,Giken Holdings Co Ltd,skip,duplicate,high,reuters,1
2026-04-01,1443,技研ﾎｰﾙﾃﾞｨﾝｸﾞｽ,技研HD,skip,duplicate,high,kabutan,1
2026-04-01,1444,ニッソウ,ニッソウ,add,exists_in_base,high,"kabutan,nikkei,tdnet",5
2026-04-01,1444,ニッソウ,Nissou,skip,duplicate,high,reuters,1
2026-04-01,1444,ニッソウ,Nissou Co Ltd,skip,duplicate,high,reuters,1
2026-04-01,1446,キャンディル,キャンディル,skip,duplicate,high,"kabutan,nikkei",2
2026-04-01,1446,キャンディル,Candeal,skip,duplicate,high,reuters,1
2026-04-01,1446,キャンディル,Candeal Co Ltd,skip,duplicate,high,reuters,1
2026-04-01,1447,SAAFﾎｰﾙﾃﾞｨﾝｸﾞｽ,SAAFHD,skip,duplicate,high,"kabutan,tdnet",16
2026-04-01,1447,SAAFﾎｰﾙﾃﾞｨﾝｸﾞｽ,SAAFホールディングス,skip,duplicate,high,"kabutan,nikkei",2
2026-04-01,1447,SAAFﾎｰﾙﾃﾞｨﾝｸﾞｽ,SAAF,skip,duplicate,high,reuters,1
2026-04-01,1447,SAAFﾎｰﾙﾃﾞｨﾝｸﾞｽ,SAAF Holdings Co Ltd,skip,duplicate,high,reuters,1
2026-04-01,1450,TANAKEN,TANAKEN,skip,duplicate,high,"kabutan,nikkei,reuters",3
2026-04-01,1450,TANAKEN,Tanaken Inc,skip,duplicate,high,reuters,1
2026-04-01,1450,TANAKEN,タナケン,skip,duplicate,high,kabutan,1
2026-04-01,145A,L is B,エルイズビー,skip,duplicate,high,"kabutan,tdnet",6
2026-04-01,145A,L is B,L is B,skip,duplicate,high,"kabutan,nikkei,reuters",3
2026-04-01,145A,L is B,L is B Corp,add,new_candidate,medium,reuters,1
2026-04-01,146A,コロンビア・ワークス,コロンビア・ワークス,skip,duplicate,high,"kabutan,nikkei,tdnet",5
2026-04-01,146A,コロンビア・ワークス,コロンビア,skip,duplicate,high,kabutan,1
2026-04-01,146A,コロンビア・ワークス,Columbia Works,add,new_candidate,medium,reuters,1
2026-04-01,146A,コロンビア・ワークス,Columbia Works Inc,add,new_candidate,medium,reuters,1
2026-04-01,147A,ソラコム,ソラコム,add,exists_in_base,high,"kabutan,nikkei",2
2026-04-01,147A,ソラコム,Soracom,add,new_candidate,medium,reuters,1
2026-04-01,147A,ソラコム,Soracom Inc,add,new_candidate,medium,reuters,1
2026-04-01,148A,ハッチ・ワーク,ハッチ・ワーク,skip,duplicate,high,"kabutan,nikkei,tdnet",4
2026-04-01,148A,ハッチ・ワーク,Hatch Work,add,new_candidate,medium,reuters,1
2026-04-01,148A,ハッチ・ワーク,Hatch Work Co Ltd,add,new_candidate,medium,reuters,1
2026-04-01,1491,中外鉱業,中外鉱業,skip,duplicate,high,"kabutan,nikkei",2
2026-04-01,1491,中外鉱業,Chugai Mining,skip,duplicate,high,reuters,1
2026-04-01,1491,中外鉱業,Chugai Mining Co Ltd,skip,duplicate,high,reuters,1
2026-04-01,1491,中外鉱業,中外鉱,skip,duplicate,high,kabutan,1
2026-04-01,149A,シンカ,シンカ,add,exists_in_base,high,"kabutan,nikkei,tdnet",6
2026-04-01,149A,シンカ,Thinca,add,new_candidate,medium,reuters,1
2026-04-01,149A,シンカ,Thinca Co Ltd,add,new_candidate,medium,reuters,1
2026-04-01,150A,JSH,JSH,skip,duplicate,high,"kabutan,nikkei,reuters",3
2026-04-01,150A,JSH,JSH Co Ltd,add,new_candidate,medium,reuters,1
2026-04-01,1514,住石ﾎｰﾙﾃﾞｨﾝｸﾞｽ,住石HD,skip,duplicate,high,"kabutan,tdnet",2
2026-04-01,1514,住石ﾎｰﾙﾃﾞｨﾝｸﾞｽ,住石ホールディングス,skip,duplicate,high,"kabutan,nikkei",2
2026-04-01,1514,住石ﾎｰﾙﾃﾞｨﾝｸﾞｽ,Sumiseki,skip,duplicate,high,reuters,1
2026-04-01,1514,住石ﾎｰﾙﾃﾞｨﾝｸﾞｽ,Sumiseki Holdings Inc,skip,duplicate,high,reuters,1
2026-04-01,1515,日鉄鉱業,日鉄鉱,skip,duplicate,high,"kabutan,tdnet",3
2026-04-01,1515,日鉄鉱業,日鉄鉱業,skip,duplicate,high,"kabutan,nikkei",2
2026-04-01,1515,日鉄鉱業,Nittetsu Mining,skip,duplicate,high,reuters,1
2026-04-01,1515,日鉄鉱業,Nittetsu Mining Co Ltd,skip,duplicate,high,reuters,1
2026-04-01,1518,三井松島ﾎｰﾙﾃﾞｨﾝｸﾞｽ,三井松島HD,skip,duplicate,high,"kabutan,tdnet",3
2026-04-01,1518,三井松島ﾎｰﾙﾃﾞｨﾝｸﾞｽ,三井松島ホールディングス,skip,duplicate,high,"kabutan,nikkei",2
2026-04-01,1518,三井松島ﾎｰﾙﾃﾞｨﾝｸﾞｽ,Mitsui Matsushima,skip,duplicate,high,reuters,1
2026-04-01,1518,三井松島ﾎｰﾙﾃﾞｨﾝｸﾞｽ,Mitsui Matsushima Holdings Co Ltd,skip,duplicate,high,reuters,1
2026-04-01,151A,ダイブ,ダイブ,add,exists_in_base,high,"kabutan,nikkei",2
2026-04-01,151A,ダイブ,Dive Inc,add,new_candidate,medium,reuters,1
2026-04-01,151A,ダイブ,Dive,review,new_candidate,low,reuters,1
2026-04-01,153A,カウリス,カウリス,add,exists_in_base,high,"kabutan,nikkei,tdnet",4
2026-04-01,153A,カウリス,Caulis,add,new_candidate,medium,reuters,1
2026-04-01,153A,カウリス,Caulis Inc,add,new_candidate,medium,reuters,1
2026-04-01,155A,情報戦略テクノロジー,情報戦略テクノロジー,add,exists_in_base,high,"kabutan,nikkei",2
2026-04-01,155A,情報戦略テクノロジー,情報戦略テク,skip,duplicate,high,kabutan,1
2026-04-01,155A,情報戦略テクノロジー,情報戦略,add,new_candidate,medium,tdnet,4
2026-04-01,155A,情報戦略テクノロジー,Information Strategy and Technology,add,new_candidate,medium,reuters,1
2026-04-01,155A,情報戦略テクノロジー,Information Strategy and Technology Co Ltd,add,new_candidate,medium,reuters,1
2026-04-01,156A,マテリアルｸﾞﾙｰﾌﾟ,マテリアルG,skip,duplicate,high,"kabutan,tdnet",2
2026-04-01,156A,マテリアルｸﾞﾙｰﾌﾟ,マテリアルグループ,skip,duplicate,high,"kabutan,nikkei",2
2026-04-01,156A,マテリアルｸﾞﾙｰﾌﾟ,Material,add,new_candidate,medium,reuters,1
2026-04-01,156A,マテリアルｸﾞﾙｰﾌﾟ,Material Group Inc,add,new_candidate,medium,reuters,1
2026-04-01,157A,グリーンモンスター,Gモンスター,skip,duplicate,high,"kabutan,tdnet",3
2026-04-01,157A,グリーンモンスター,グリーンモンスター,add,exists_in_base,high,"kabutan,nikkei",2
2026-04-01,157A,グリーンモンスター,Green Monster,add,new_candidate,medium,reuters,1
2026-04-01,157A,グリーンモンスター,Green Monster Inc,add,new_candidate,medium,reuters,1
2026-04-01,1605,INPEX,INPEX,skip,duplicate,high,"kabutan,nikkei,reuters",3
2026-04-01,1605,INPEX,Inpex Corp,skip,duplicate,high,reuters,1
2026-04-01,160A,アズパートナーズ,アズパートナーズ,skip,duplicate,high,"kabutan,nikkei,tdnet",5
2026-04-01,160A,アズパートナーズ,アズパートナ,skip,duplicate,high,kabutan,1
2026-04-01,160A,アズパートナーズ,As Partners,add,new_candidate,medium,reuters,1
2026-04-01,160A,アズパートナーズ,As Partners Co Ltd,add,new_candidate,medium,reuters,1
2026-04-01,1662,石油資源開発,石油資源,skip,duplicate,high,"kabutan,tdnet",2
2026-04-01,1662,石油資源開発,石油資源開発,skip,duplicate,high,"kabutan,nikkei",2
2026-04-01,1662,石油資源開発,Japan Petroleum Exploration,skip,duplicate,high,reuters,1
2026-04-01,1662,石油資源開発,Japan Petroleum Exploration Co Ltd,skip,duplicate,high,reuters,1
2026-04-01,1663,K＆Oエナジーｸﾞﾙｰﾌﾟ,K&Oエナジーグループ,skip,duplicate,high,"kabutan,nikkei",2
2026-04-01,1663,K＆Oエナジーｸﾞﾙｰﾌﾟ,K&O Energy,skip,duplicate,high,reuters,1
2026-04-01,1663,K＆Oエナジーｸﾞﾙｰﾌﾟ,K&O Energy Group Inc,skip,duplicate,high,reuters,1
2026-04-01,1663,K＆Oエナジーｸﾞﾙｰﾌﾟ,K&Oエナジ,skip,duplicate,high,kabutan,1
2026-04-01,1663,K＆Oエナジーｸﾞﾙｰﾌﾟ,K&Oエナジー,skip,duplicate,high,tdnet,1
2026-04-01,166A,タスキﾎｰﾙﾃﾞｨﾝｸﾞｽ,タスキHD,skip,duplicate,high,"kabutan,tdnet",2
2026-04-01,166A,タスキﾎｰﾙﾃﾞｨﾝｸﾞｽ,タスキホールディングス,skip,duplicate,high,"kabutan,nikkei",2
2026-04-01,166A,タスキﾎｰﾙﾃﾞｨﾝｸﾞｽ,Tasuki,add,new_candidate,medium,reuters,1
2026-04-01,166A,タスキﾎｰﾙﾃﾞｨﾝｸﾞｽ,Tasuki Holdings Inc,add,new_candidate,medium,reuters,1
2026-04-01,167A,リョーサン菱洋ﾎｰﾙﾃﾞｨﾝｸﾞｽ,リョーサン菱洋,skip,duplicate,high,tdnet,2
2026-04-01,167A,リョーサン菱洋ﾎｰﾙﾃﾞｨﾝｸﾞｽ,リョーサン菱洋ホールディングス,skip,duplicate,high,"kabutan,nikkei",2
2026-04-01,167A,リョーサン菱洋ﾎｰﾙﾃﾞｨﾝｸﾞｽ,リョー菱HD,skip,duplicate,high,kabutan,1
2026-04-01,167A,リョーサン菱洋ﾎｰﾙﾃﾞｨﾝｸﾞｽ,Ryoyo Ryosan,add,new_candidate,medium,reuters,1
2026-04-01,167A,リョーサン菱洋ﾎｰﾙﾃﾞｨﾝｸﾞｽ,Ryoyo Ryosan Holdings Inc,add,new_candidate,medium,reuters,1
2026-04-01,168A,イタミアート,イタミアート,add,exists_in_base,high,"kabutan,nikkei,tdnet",5
2026-04-01,168A,イタミアート,Itamiarts,add,new_candidate,medium,reuters,1
2026-04-01,168A,イタミアート,Itamiarts Inc,add,new_candidate,medium,reuters,1
2026-04-01,1711,SDSﾎｰﾙﾃﾞｨﾝｸﾞｽ,SDSHD,skip,duplicate,high,"kabutan,tdnet",4
2026-04-01,1711,SDSﾎｰﾙﾃﾞｨﾝｸﾞｽ,SDSホールディングス,skip,duplicate,high,"kabutan,nikkei",2
2026-04-01,1711,SDSﾎｰﾙﾃﾞｨﾝｸﾞｽ,SDS,skip,duplicate,high,reuters,1
2026-04-01,1711,SDSﾎｰﾙﾃﾞｨﾝｸﾞｽ,SDS Holdings Co Ltd,skip,duplicate,high,reuters,1
2026-04-01,1716,第一カッター興業,第一カッター興業,skip,duplicate,high,"kabutan,nikkei",2
2026-04-01,1716,第一カッター興業,Dai-Ichi Cutter Kogyo,skip,duplicate,high,reuters,1
2026-04-01,1716,第一カッター興業,Dai-Ichi Cutter Kogyo KK,skip,duplicate,high,reuters,1
2026-04-01,1716,第一カッター興業,第一カッタ,skip,duplicate,high,kabutan,1
2026-04-01,1717,明豊ファシリティワークス,明豊ファシリティワークス,skip,duplicate,high,"kabutan,nikkei",2
2026-04-01,1717,明豊ファシリティワークス,Meiho Facility Works,skip,duplicate,high,reuters,1
2026-04-01,1717,明豊ファシリティワークス,Meiho Facility Works Ltd,skip,duplicate,high,reuters,1
2026-04-01,1717,明豊ファシリティワークス,明豊ファシリ,skip,duplicate,high,kabutan,1
2026-04-01,1717,明豊ファシリティワークス,明豊ファシリティ,skip,duplicate,high,tdnet,1
2026-04-01,1718,美樹工業,美樹工業,skip,duplicate,high,"kabutan,nikkei,tdnet",5
2026-04-01,1718,美樹工業,Mikikogyo,skip,duplicate,high,reuters,1
2026-04-01,1718,美樹工業,Mikikogyo Co Ltd,skip,duplicate,high,reuters,1
2026-04-01,1719,安藤・間,安藤ハザマ,skip,duplicate,high,"kabutan,nikkei,tdnet",4
2026-04-01,1719,安藤・間,Hazama Ando,skip,duplicate,high,reuters,1
2026-04-01,1719,安藤・間,Hazama Ando Corp,skip,duplicate,high,reuters,1
2026-04-01,1719,安藤・間,安藤・間,add,exists_in_base,high,kabutan,1
2026-04-01,1720,東急建設,東急建設,skip,duplicate,high,"kabutan,nikkei,tdnet",4
2026-04-01,1720,東急建設,Tokyu Construction,skip,duplicate,high,reuters,1
2026-04-01,1720,東急建設,Tokyu Construction Co Ltd,skip,duplicate,high,reuters,1
2026-04-01,1721,コムシスﾎｰﾙﾃﾞｨﾝｸﾞｽ,コムシスHD,skip,duplicate,high,"kabutan,tdnet",5
2026-04-01,1721,コムシスﾎｰﾙﾃﾞｨﾝｸﾞｽ,コムシスホールディングス,skip,duplicate,high,"kabutan,nikkei",2
2026-04-01,1721,コムシスﾎｰﾙﾃﾞｨﾝｸﾞｽ,Comsys,skip,duplicate,high,reuters,1
2026-04-01,1721,コムシスﾎｰﾙﾃﾞｨﾝｸﾞｽ,Comsys Holdings Corp,skip,duplicate,high,reuters,1
2026-04-01,1723,日本電技,日本電技,skip,duplicate,high,"kabutan,nikkei",2
2026-04-01,1723,日本電技,Nihon Dengi,skip,duplicate,high,reuters,1
2026-04-01,1723,日本電技,Nihon Dengi Co Ltd,skip,duplicate,high,reuters,1
2026-04-01,1724,シンクレイヤ,シンクレイヤ,skip,duplicate,high,"kabutan,nikkei,tdnet",5
2026-04-01,1724,シンクレイヤ,Synclayer,skip,duplicate,high,reuters,1
2026-04-01,1724,シンクレイヤ,Synclayer Inc,skip,duplicate,high,reuters,1
2026-04-01,1726,ビーアールﾎｰﾙﾃﾞｨﾝｸﾞｽ,Br.HD,skip,duplicate,high,"kabutan,tdnet",3
2026-04-01,1726,ビーアールﾎｰﾙﾃﾞｨﾝｸﾞｽ,ビーアールホールディングス,skip,duplicate,high,"kabutan,nikkei",2
2026-04-01,1726,ビーアールﾎｰﾙﾃﾞｨﾝｸﾞｽ,Br.,skip,duplicate,high,reuters,1
2026-04-01,1726,ビーアールﾎｰﾙﾃﾞｨﾝｸﾞｽ,Br. Holdings Corp,skip,duplicate,high,reuters,1
2026-04-01,1736,オーテック,オーテック,skip,duplicate,high,"kabutan,nikkei,tdnet",5
2026-04-01,1736,オーテック,Otec,skip,duplicate,high,reuters,1
2026-04-01,1736,オーテック,Otec Corp,skip,duplicate,high,reuters,1
2026-04-01,173A,ハンモック,ハンモック,add,exists_in_base,high,"kabutan,nikkei",2
2026-04-01,173A,ハンモック,Hammock,add,new_candidate,medium,reuters,1
2026-04-01,173A,ハンモック,Hammock Inc,add,new_candidate,medium,reuters,1
2026-04-01,1758,太洋基礎工業,太洋基礎,skip,duplicate,high,"kabutan,tdnet",3
2026-04-01,1758,太洋基礎工業,太洋基礎工業,add,exists_in_base,high,"kabutan,nikkei",2
2026-04-01,1758,太洋基礎工業,Taiyo Kisokogyo,skip,duplicate,high,reuters,1
2026-04-01,1758,太洋基礎工業,Taiyo Kisokogyo Co Ltd,skip,duplicate,high,reuters,1
2026-04-01,175A,Will Smart,Will Smart,skip,duplicate,high,"kabutan,nikkei,reuters",3
2026-04-01,175A,Will Smart,ウィルスマ,skip,duplicate,high,kabutan,1
2026-04-01,175A,Will Smart,ウィルスマート,add,new_candidate,medium,tdnet,3
2026-04-01,175A,Will Smart,Will Smart Co Ltd,add,new_candidate,medium,reuters,1
2026-04-01,1762,高松コンストラクションｸﾞﾙｰﾌﾟ,高松コンストラクショングループ,skip,duplicate,high,"kabutan,nikkei",2
2026-04-01,1762,高松コンストラクションｸﾞﾙｰﾌﾟ,Takamatsu Construction,skip,duplicate,high,reuters,1
2026-04-01,1762,高松コンストラクションｸﾞﾙｰﾌﾟ,Takamatsu Construction Group Co Ltd,skip,duplicate,high,reuters,1
2026-04-01,1762,高松コンストラクションｸﾞﾙｰﾌﾟ,高松グループ,skip,duplicate,high,kabutan,1
2026-04-01,1764,工藤建設,工藤建設,skip,duplicate,high,"kabutan,nikkei",2
